03:54-04:00,"Anladım, peki o zaman basitçe di_ hassasiyeti dedi_imiz bu (…) açı_a çıkan yüzeydeki deliklerden mi kaynaklanıyor?","I get it, alright, then, in simple terms, does what we call tooth sensitivity arise out of these exposed holes on the surface?",, in simple terms," does what we call tooth sensitivity arise out of these exposed holes on the surface?""	",,,,,,,,,,
04:01-04:33,"Evet di_lerin kök yüzeyleri üzerinde gözenekler vardır. Bunlar aslında dentin kanalcıkları dedi_imiz ince uzun ma_raların a_ızlarıdır. Bunlar açı_a çıktıkları zaman o (…) her bir tüp içersinde ya_ayan bir hücre vardır. Hücreler hassasla_ıyorlar, dı_ etkenlerden etkileniyorlar. Dolayısıyla biz kanal a_ızlarını, o porları bir _ekilde tıkayabiliyor isek durumu normalize ediyoruz. (…) Bunu sa_lamak için (…) örne_in Sensodyne onarım ve konarım.. (…) Olmadı bunu ba_tan yapalım. Sensodyne onarım ve bakım…","Yes, there are pores located on the surface of the tooth roots.  These are actually the mouths of the narrow long caves which we call dentine canalettes.  When these are exposed, (…) there is a cell living in each of these tubes.  The cells become sensitive, get affected by the external factors.  Therefore, if we can plug the mouths of these channels, those pores one way or another, we normalize the situation.  (…) In order to do this (…) for example, Sensodyne onarım ve koruma (…)  It did not sound good, let’s do it again.  Sensodyne onarım ve bakım…",, (…) there is a cell living in each of these tubes.  The cells become sensitive, get affected by the external factors.  Therefore, if we can plug the mouths of these channels, those pores one way or another, we normalize the situation.  (…) In order to do this (…) for example, Sensodyne onarım ve koruma (…)  It did not sound good," let’s do it again.  Sensodyne onarım ve bakım…""	",,,,,
04:33-04:34,Koruma.,Koruma.,,,,,,,,,,,,,
04:35-04:53,Onarım ve koruma. Evet. (…) açı_a çıkan porları tıkayabilecek Sensodyne onarım ve koruma gibi bir di_ macunu kullanır isek bu macun içersindeki novamin adını verdi_imiz mineral (…) gözenekleri tıkayarak kalıcı bir _ekilde dentin hassasiyetinin önüne geçebiliyor.,"Onarım ve koruma.  Yes.  (…) If we use a toothpaste such as Sensodyne onarım ve koruma which could plug the exposed pores, the mineral in this toothpaste, which we call novamin, (…) prevents the dentine sensitivity by plugging these pores permanently.",,,,,,,,,,,,,
04:54-05:10,"Kalıcı dememizde sorun olabilece_ini dü_ünüyorum. _eye geri dönmek istiyorum, bu hassasiyet. Peki (…) _imdi delikler var, porlar var dediniz ya da kanallar var dersek o daha net anla_ılır. Onun içindeki bence canlıdan bahsetmeyelim benim _ahsi fikrimdir. Çünkü benim bile böyle bi..","I believe saying “permanently” may create a problem.  I want to go back to that thing, this sensitivity.  Alright (…) now, there is these holes, you said there is these pores, if we say channels, it would be understood much clearly.  That’s why, let’s not mention any living being, this is my personal opinion.  Because , even I do not .. such inf..",, there is these holes, you said there is these pores, if we say channels, it would be understood much clearly.  That’s why, let’s not mention any living being, this is my personal opinion.  Because ," even I do not .. such inf..""	",,,,,
05:10-05:12,"Tamam, garip geliyor. Okey tamam.","Okay, it sounds awkward.  Okay, okay.",,,,,,,,,,,,,
05:13-05:18,Dolayısıyla o bir _ekilde o deliklerin açı_a çıkması aslında di_ hassasiyetini olu_turuyor anladı_ım kadarıyla.,"Therefore, as far as I understand, those holes being exposed actually creates tooth sensitivity.",,,,,,,,,,,,,
05:19-05:47,"Tamam. (…) Di_lerin kök yapısına mikroskopik olarak baktı_ımız zaman (…) minik gözenekler vardır. Bu kanallar di_in sinir bölgesine kadar uzanırlar. Bir _ekilde kanal a_ızları açı_a çıkar ise, o gözenekler açık hale gelir ise di_imiz dı_ etkenlerden direkt olarak etkilenebilir. Dolayısıyla biz (…) di_lerin üzerindeki bu mikroskopi kanalları tıkayan bir di_ macunu kullanırsak, örne_in Sensodyne onarım ve bakım (…) bakım ve onarım dimi?","Okay.  (…) When we look at the structure a tooth root, (…) there are tiny pores.  These channels go all the way to the area of the tooth where the nerves are located.  If the mouths of the channels are exposed, those pores are exposed one way or another, our tooth may be directly affected by the external factors.  Therefore, if we (…) use a toothpaste that covers these microscopic channels located on the teeth, for example Sensodyne onarım ve bakım (…) it is onarım ve bakım, isn’t it?",, those pores are exposed one way or another, our tooth may be directly affected by the external factors.  Therefore, if we (…) use a toothpaste that covers these microscopic channels located on the teeth, for example Sensodyne onarım ve bakım (…) it is onarım ve bakım," isn’t it?""	",,,,,,,
05:47-05:48,Onarım koruma.,Onarım koruma,,,,,,,,,,,,,
05:48-05:51,Onarım koruma. Bunu ba_tan alalım.,Onarım koruma.  Let’s take this from the beginning.,,,,,,,,,,,,,
05:50-05:51,"Tabi, tamam.","Sure, okay.",,,,,,,,,,,,,
05:52-05:53,Soruyu tekrar söyleyelim.,Please ask the question again.,,,,,,,,,,,,,
05:53-06:05,Hı hı tabi. (…) Soruyu hatırlasam. _öyle soruyım farklı bir _ekilde soruyım. Hassasla_mı_ di_ ya da has..hassas di_ problemi ya_ayan bir di_ ile normal di_ arasında böyle çok basitçe ne fark vardır?,"Uh-huh, sure.  (…) If I remember the question.  Let me put it this way, I’ll ask it in a different way.  In a very simple terms, what is the difference between a sensitive tooth or a tooth having sensitivity problem and a normal tooth?",,,,,,,,,,,,,
06:06-06:38,"Normal di_lerin di_ kök yüzeylerine mikroskopta baktı_ımız zaman düz bir duvar _eklinde görürüz. Hassas_a_an di_lerde ise..Hassas hale gelen di_lerde ise (…) mikroskopta inceledi_imizde di_ üzerinde delikler, gözenekler görürüz. Bu gözenekler di_in sinir bölgesine kadar uzanan kanalcıkların a_ızlarıdır aslında. Bunları (…)  Sensodyne onarım ve koruma..daki.. Sensodyne onarım ve koruma di_ macunu içersindeki novamin adlı mineral ile tıkayabilir isek (…) bu soruna çözüm getirmi_ olabiliyoruz.","When we look at the tooth root surfaces of a normal teeth under a microscope, we see a straight wall.  Whereas, when we examine a sensitive tooth, o tooth that has become sensitive under a microscope, we see holes, pores located on the surface of that tooth.  These pores are, in fact, the mouths of the canalettes going all the way to the area of the tooth where the nerves are located.  If we can plug these (…) with the mineral called novamin existing in the Sensodyne onarım ve koruma toothpaste, we could find a solution to this problem.",, o tooth that has become sensitive under a microscope, we see holes, pores located on the surface of that tooth.  These pores are, in fact, the mouths of the canalettes going all the way to the area of the tooth where the nerves are located.  If we can plug these (…) with the mineral called novamin existing in the Sensodyne onarım ve koruma toothpaste," we could find a solution to this problem.""	",,,,,,
06:39-06:47,Hı hı. Peki bu (…) _eyler delikler..kanalları zaten göremiyoruz. Delikler gözle görülebilen bir _ey mi yani? Normal di_le hassas di_i koysam al..algılayabilir miyim onu?,"Uh-huh.  Alright, (…) after all, we cannot see these things, these holes..channels.  I mean, are these holes something that can be seen visually?  If I put a normal tooth and a sensitive tooth next to each other, can I pe..perceive that?",, are these holes something that can be seen visually?  If I put a normal tooth and a sensitive tooth next to each other," can I pe..perceive that?""	",,,,,,,,,,
06:48-07:07,(…) Çıplak gözle (…) sa_lıklı bir di_ ile dentin hassasiyeti olu_mu_ bir göz arasında çıplak gözle bir fark göremiyeriz..göremeyebiliriz. Ama mikroskop altında sa_lam bir di_ ile (…) hassasla_mı_ bir di_i kar_ıla_tırdı_ımız zaman hassas di_lerin yüzeylerinde çok sayıda (…) açık gözenek oldu_unu görebiliriz.,"(…) The naked eye (…) We may not be able to see any difference between a normal tooth and a sensitized tooth with a naked eye.  But, when we compare a healthy tooth and a sensitized tooth under a microscope, we can see a number of (…) exposed pores located on the surface of the sensitized teeth.",,,,,,,,,,,,,
07:08-07:12,(…) Ve bu gez..gözeneklerin bir _ekilde kapatılıyor olması gerekiyor diyorsunuz.,"(…) And, you are saying that these pe..pores have to be covered one way or another.",,,,,,,,,,,,,
07:12-07:28,Evet (…) hassasla_an di_lerin yüzeyindeki gözenekler açık hale gelirler. (…) Bu gözenekleri (…) özel bir di_ macunu kullandı_ımızda tıkayabilir isek (…) dentin hassasiyetinin önüne geçebiliyoruz. Hassas_a_..hassasla_mı_ di_lerin (…) bu sorununa çözüm getirebiliyoruz.,"Yes (…) the pores located on the surface of the sensitized teeth become exposed.  (…) If we can plug these pores (…) by using a special toothpaste, we can avoid dentine sensitivity.  We can find a solution to the Sens..sensitized teeth.",,,,,,,,,,,,,
07:29-07:42,"Peki (…) Sensodyne iyi bir teknoloji kullanıyor. Bundan öncesinde hassas di_ler, ne biliyim on yıl öncesinde mesela (…) ne tarz _eylerle bu delikler kapatılıyordu? Ya da hassasiyet diyince siz hekimler (…) nasıl müdahale ediyordunuz?","Alright, (…) Sensodyne uses a good technology.  Previously, I don’t know, for example ten years ago, what kind of things were being used to cover the sensitive teeth, these holes?  Or else, when we say sensitivity, you, (…) the dentists, how do you cure this?",, for example ten years ago, what kind of things were being used to cover the sensitive teeth, these holes?  Or else, when we say sensitivity, you, (…) the dentists," how do you cure this?""	",,,,,
07:43-08:40,"Di_ hassasiyeti olu_an durumda bunun di_ kök yüzeyindeki gözeneklerin açık hale gelmesinden kaynaklandı_ını çok uzun zamandır biliyoruz ve (…) çok uzun zamandır buna yönelik di_ macunları geli_tirilmeye çalı_ılıyor. Buradaki tek amaç, hedef (…) hassasla_an di_in göz..kök yüzeyindeki gözenekleri tıkayabilmek. (…) Fakat bugüne kadar buna (…) etkin çözüm getiren formülasyon (…) birçok firmanın denemesine ra_men ge..gerçekle_tirilememi_ti. Sensodyne onarım ve koruma di_ macunu içersinde novamin ismi verilen ve (…) di_in kendi mineral yapısını taklit eden sentetik bir malzeme bulunmakta. Di_in kendi yapısını taklit eden bu mineral, novamin isimli bu mineral (…) hassas hale gelen di_in yüzeyindeki gözenekleri çok rahat bir _ekilde tıkayabiliyor. Ve bu macun kullanıldı_ı sürece (…) durum tekrar etmiyor.","We have known for a long time that when there is sensitivity, it is as result of the pores located on the tooth root surface becoming exposed and (…) toothpastes geared towards this have been being developed for a long time now.  The only purpose, target here is, (…) to be able to plug the po..pores located on the root surface.  (…) But, even though many firms have tried it so far, a formula (…) which provides (…) an effective solution to this has not yet been rr..realized.  There is a synthetic material called novamin which (…) imitates the mineral structure of the tooth itself in the Sensodyne onarım ve koruma toothpaste.  This mineral, the mineral that is called noviamin which imitates the mineral structure of the tooth itself, very easily covers the pores located on the sensitized tooth surface.  And, as long as this toothpaste is used, (…) this situation does not repeat.",, target here is, (…) to be able to plug the po..pores located on the root surface.  (…) But, even though many firms have tried it so far, a formula (…) which provides (…) an effective solution to this has not yet been rr..realized.  There is a synthetic material called novamin which (…) imitates the mineral structure of the tooth itself in the Sensodyne onarım ve koruma toothpaste.  This mineral, the mineral that is called noviamin which imitates the mineral structure of the tooth itself, very easily covers the pores located on the sensitized tooth surface.  And, as long as this toothpaste is used," (…) this situation does not repeat.""	",,,,
08:41-08:50,"Süper, peki o zaman madem Sensodyne onarım korumaya geçtik, bunu da yine basitçe (…) ya mümkün mertebe basit..le..le_tirmye çalı_ıyorum ki rahatça e_itebilelim diye.","Super, alright, then, since we moved on to the Sensodyne onarım koruma, again, in a very simple way (…) well, I am trying to ma..make it simple as much as possible so that we can educate.",, then, since we moved on to the Sensodyne onarım koruma, again, in a very simple way (…) well," I am trying to ma..make it simple as much as possible so that we can educate.""	",,,,,,,
08:50-08:51,Tabi tabi tabi ki.,"Sure, sure, sure, sure.",,,,,,,,,,,,,
08:51-09:12,"_imdi di..di_in kök yüzeyinde açı_a çıkmı_ (…) delikler var dedik. Ve bunların tıkanması lazım dedik. O tıkanmayla ilgili biraz bahsedebilir miyiz_ Yani Sensodyne novamin tabi önemli bir _ey, mineral falan filan ama bunlar birazcık kafa karı_tırıcı olabilir. En basit _ekliyle, tabi baya Bilal’e anlatır gibi demek istemiyorum ama o güzel anlatıyor durumu.","Now, we said there are exposed (…) holes located on the tooth surface.  And we said, these have to be plugged.  Would you talk about that plugging a little?  Meaning, Sensodyne, novamin, of course, these are important things, mineral, so on so forth, but, these may be a little confusing.  In the simplest terms, of course, I don’t want to say as if you are telling it to Bilal, but it expresses the situation beautifully.",, these have to be plugged.  Would you talk about that plugging a little?  Meaning, Sensodyne, novamin, of course, these are important things, mineral, so on so forth, but, these may be a little confusing.  In the simplest terms, of course, I don’t want to say as if you are telling it to Bilal," but it expresses the situation beautifully.""	"
09:11-10:06,"Tabi tamam tamam öyle. Okey. (…) Hassas hale gelen di_lerin (…) mikroskopik yapısında kök yüzeylerinde açı_a çıkan porlar oldu_unu, delikler oldu_unu görürüz. Bu delikleri tıkadı_ımız zaman di_ hassasiyetinin önüne geçebiliyoruz. Bu çok uzun zamandır bilinen bir (…) durum, bir (…) problem. Bu problemin önüne geçebilmek için bugüne kadar çe_itli formüller denenmi_tir. (…) En nihayetinde Sensodyne (…) onarım ve koruma içersinde (…) novamin ismini verdi_imiz bir mineral ke_fedildi. Bu mineral (…) di_ üzerindeki delikleri çok rahat bir _ekilde tıkayabiliyor. (…) Son olarak (…) yakın dönemde Sensodyne (…) onarım ve koruma içerisine sodyum florür ilavesi ile bu novamin isimli mineralin daha sert bir tabaka olu_turması sa_landı ve daha kalıcı bir _ekilde di_ yüzeyinde koruma sa_lanması (…) gerçekle_tirildi.","Sure, okay, okay, so.  Okay.  (…) In the microscopic structure of the sensitized teeth, we see that there are exposed pores, holes located on the surface of the root.  When we plug these holes, we can prevent the tooth sensitivity.  This is a situation (…), a (…) problem that has been known for a long time.  Many formulas have been tried so far in order to overcome this problem.  (…) Finally, a mineral which we call novamin has been discovered in the Sensodyne (…) onarım ve koruma.  This mineral (…) can plug the holes located on the tooth very easily.  (…) Lastly, (…) sodium fluoride has recently been added into the Sensodyne (…) onarım ve koruma which enabled the mineral called novamin to create a harder layer and more permanent protection of the tooth surface (…) has been achieved.",, okay, so.  Okay.  (…) In the microscopic structure of the sensitized teeth, we see that there are exposed pores, holes located on the surface of the root.  When we plug these holes, we can prevent the tooth sensitivity.  This is a situation (…), a (…) problem that has been known for a long time.  Many formulas have been tried so far in order to overcome this problem.  (…) Finally, a mineral which we call novamin has been discovered in the Sensodyne (…) onarım ve koruma.  This mineral (…) can plug the holes located on the tooth very easily.  (…) Lastly," (…) sodium fluoride has recently been added into the Sensodyne (…) onarım ve koruma which enabled the mineral called novamin to create a harder layer and more permanent protection of the tooth surface (…) has been achieved.""	",,,,
10:07-10:13,O zaman aslında _öyle bir _ey söyleyebiliriz (…) Sensodyne onarım ve koruma var ve bunun formülü geli_tirildi.,"Then, in fact, we can say something like this (…) There is Sensodyne onarım ve koruma and its formula has been improved.",,,,,,,,,,,,,
10:13-10:14,Evet.,Yes.,,,,,,,,,,,,,
10:14-10:23,Ve bu geli_tirildi. Bu delikler daha (…) kalın veya sert bir tabakayla kapanıyor ve daha..ya o zaman baya onarılıyor mu? Daha güçlü mü oluyor?,"And, it has been improved.  These holes are covered with a more (…) thick or harder layer and more..so it is really reparable then?  Is it becoming more strong?",,,,,,,,,,,,,
10:23-10:47,(…) Geli_tirilen Sensodyne (…)  onarım ve koruma di_ macunu içersindeki geli_tirilen formülde (…) kök yüzeyindeki delikleri tıkayacak novamin mineraline ilaveten sodyum florür katkı maddesinin ilavesi ile çok daha sert ve kalıcı (…) bir (…) tabaka elde ediliyor. Bu tabaka di_in açı_a çıkan gözeneklerini tıkayarak dentin hassasiyetini ortadan kaldırabiliyor.,"(…) In addition to the novamin mineral, which plugs the holes on the root surface, there is also sodium fluoride in the improved formula (…) of the improved Sensodyne (…) onarım ve koruma toothpaste, so that a (…) much harder and permanent (…) layer is obtained.  This layer can eliminate the dentine sensitivity by plugging the exposed pores of the tooth.",,,,,,,,,,,,,
10:48-10:55,Hmm. Süper. Peki (…) _öyle novamini ve (…) o sodyum florürü kullanmadan bu cümleyi tekrar kurarsak.,"Hımm  Super.  Alright (…) well, would you form the same sentence again without using “novamin” and “sodium fluoride”?",,,,,,,,,,,,,
10:55-11:07,Crew speaking,Crew speaking,,,,,,,,,,,,,
